Genetic_ID	Original_Group	Clean_Group	Locality	Publication	Assessment	Italian_Split_Status	Decision	Reason
HGDP00692.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00693.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00694.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00694.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00696.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00696.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00697.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00697.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00698.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00698.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00699.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00699.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00700.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00700.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00722.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00722.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00723.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00724.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00724.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00725.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00725.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00726.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00726.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00727.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00727.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00729.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00729.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00730.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00730.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00731.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00732.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00732.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00733.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00733.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00734.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00734.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00735.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00735.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00736.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00736.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00737.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00737.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00738.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00739.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00739.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00740.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00740.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00741.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00744.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00745.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
HGDP00745.HO	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
HGDP00746.DG	Palestinian	Palestinian	Israel, modern 1	BergströmTyler-SmithScience2020	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
S_Palestinian-1.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
S_Palestinian-2.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
S_Palestinian-3.DG	Palestinian	Palestinian	Israel, modern 1	PattersonReichGenetics2012	PROVISIONAL_PASS	Not_applicable	REVIEW	PROVISIONAL_PASS retained for explicit review before inclusion
SR23.HO	Sicilian	Sicilian	Siracusa	LazaridisKrauseNature2014	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
SR44.HO	Sicilian	Sicilian	Siracusa	LazaridisKrauseNature2014	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
SR48R.HO	Sicilian	Sicilian	Siracusa	LazaridisKrauseNature2014	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
SR60.HO	Sicilian	Sicilian	Siracusa	LazaridisKrauseNature2014	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
SR64.HO	Sicilian	Sicilian	Siracusa	LazaridisKrauseNature2014	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
TP04.HO	Sicilian	Sicilian	Trapani	LazaridisKrauseNature2014	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
TP05.HO	Sicilian	Sicilian	Trapani	LazaridisKrauseNature2014	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
TP06.HO	Sicilian	Sicilian	Trapani	LazaridisKrauseNature2014	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
TP07.HO	Sicilian	Sicilian	Trapani	LazaridisKrauseNature2014	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
TP08.HO	Sicilian	Sicilian	Trapani	LazaridisKrauseNature2014	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
TP25.HO	Sicilian	Sicilian	Trapani	LazaridisKrauseNature2014	Pass	Not_applicable	INCLUDE	Pass assessment and no predefined exclusion
