panel	K	Ashkenazi_population	comparator	component_euclidean_distance	rank	source
primary	10	Jew_Ashkenazi	Cypriot	0.09903439045629044	5	aligned_replicate_consensus
primary	10	Jew_Ashkenazi	Greek	0.12118903823807246	6	aligned_replicate_consensus
primary	10	Jew_Ashkenazi	Italian_Central	0.12731139684755305	7	aligned_replicate_consensus
primary	10	Jew_Ashkenazi	Lebanese_Christian	0.17628635150493874	8	aligned_replicate_consensus
primary	10	Jew_Ashkenazi	Lebanese_Muslim	0.2065408934686917	9	aligned_replicate_consensus
primary	10	Jew_Ashkenazi	Italian_North	0.20742909477856059	10	aligned_replicate_consensus
primary	10	Jew_Ashkenazi	Jew_Iraqi	0.22504586832494525	11	aligned_replicate_consensus
primary	10	Jew_Ashkenazi	Lebanese	0.22619058239636927	12	aligned_replicate_consensus
primary	10	Jew_Ashkenazi	Italian_Bergamo	0.32952941767092575	13	aligned_replicate_consensus
primary	10	Jew_Ashkenazi	Italian_Tuscan	0.4899328321970219	14	aligned_replicate_consensus
primary	10	Jew_Ashkenazi	Jew_Yemenite	0.5260794653300179	15	aligned_replicate_consensus
primary	10	Jew_Ashkenazi	Palestinian	0.5961712388256648	16	aligned_replicate_consensus
primary	10	Jew_Ashkenazi	Druze	0.6261365410597448	17	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Maltese	0.2579539261014657	1	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Jew_Turkish	0.26850639984848007	2	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Cypriot	0.39530767168175085	3	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Sicilian	0.44582240032502823	4	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Italian_South	0.44652305316743307	5	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Lebanese	0.4953417101103135	6	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Lebanese_Muslim	0.49913272836879424	7	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Italian_Central	0.5662648782774122	8	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Lebanese_Christian	0.5669918861784066	9	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Greek	0.5785476542994139	10	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Italian_Tuscan	0.6291158480012725	11	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Italian_North	0.654511852190087	12	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Palestinian	0.6766505009144956	13	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Italian_Bergamo	0.7096071369689643	14	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Druze	0.7171514810120126	15	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Jew_Iraqi	0.8637552829136914	16	aligned_replicate_consensus
strict_pass	10	Jew_Ashkenazi	Jew_Yemenite	1.1469479847061717	17	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Maltese	0.01848754856337514	1	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Sicilian	0.05364361483155481	2	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Jew_Turkish	0.06422047721953576	3	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Italian_South	0.06695574314441907	4	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Cypriot	0.09643631177708582	5	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Greek	0.13257553989523435	6	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Italian_Central	0.13900383907542946	7	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Lebanese_Christian	0.17908371352278804	8	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Lebanese_Muslim	0.21047075807076362	9	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Italian_North	0.22155423562511964	10	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Lebanese	0.22776803762865172	11	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Jew_Iraqi	0.3048010225903176	12	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Italian_Bergamo	0.3446855121460314	13	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Italian_Tuscan	0.5299181207209194	14	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Druze	0.6069262401623144	15	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Palestinian	0.6102635726468553	16	aligned_replicate_consensus
primary	11	Jew_Ashkenazi	Jew_Yemenite	0.6314560925793233	17	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Jew_Turkish	0.45219080438430787	1	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Sicilian	0.5832407867908439	2	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Lebanese_Christian	0.5991722536945356	3	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Lebanese_Muslim	0.6152106722463996	4	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Lebanese	0.6159093210424657	5	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Italian_South	0.6178882786093065	6	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Maltese	0.6300840978628955	7	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Cypriot	0.6507941009545716	8	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Jew_Iraqi	0.6528884656347879	9	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Italian_Central	0.6765824117319086	10	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Greek	0.6766447425307943	11	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Italian_Tuscan	0.7850218486702683	12	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Italian_North	0.813058915656512	13	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Palestinian	0.8169193554243581	14	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Druze	0.821735374249507	15	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Italian_Bergamo	0.8237342840781704	16	aligned_replicate_consensus
strict_pass	11	Jew_Ashkenazi	Jew_Yemenite	1.2165078786446313	17	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Maltese	0.024029581647324785	1	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Sicilian	0.04993567884988269	2	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Italian_South	0.06357005611892842	3	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Jew_Turkish	0.06590920671070832	4	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Cypriot	0.09712523404865009	5	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Greek	0.12309957954304154	6	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Italian_Central	0.129815018700769	7	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Lebanese_Christian	0.1793366667382545	8	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Lebanese_Muslim	0.20782846347777786	9	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Italian_North	0.21517046310879345	10	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Lebanese	0.2275943984256587	11	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Jew_Iraqi	0.2952470242335018	12	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Italian_Bergamo	0.339217806380276	13	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Italian_Tuscan	0.5194252993546952	14	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Jew_Yemenite	0.5206252470420338	15	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Palestinian	0.5873891009650902	16	aligned_replicate_consensus
primary	12	Jew_Ashkenazi	Druze	0.6224618147649407	17	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Jew_Turkish	0.3251624741620922	1	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Cypriot	0.4349924987819375	2	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Lebanese_Christian	0.4963634353360825	3	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Lebanese	0.5014287348559359	4	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Sicilian	0.5219184599104696	5	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Lebanese_Muslim	0.5288276857374345	6	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Italian_South	0.5347623229891628	7	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Italian_Central	0.6301689315042264	8	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Jew_Iraqi	0.6723282624278084	9	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Maltese	0.6811890819395803	10	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Greek	0.6876952082696013	11	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Druze	0.6947901479148513	12	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Italian_Tuscan	0.703986090501514	13	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Palestinian	0.7106200647589893	14	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Italian_North	0.79573986452949	15	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Italian_Bergamo	0.7999490465100936	16	aligned_replicate_consensus
strict_pass	12	Jew_Ashkenazi	Jew_Yemenite	1.0570795884883857	17	aligned_replicate_consensus
