.anno	2
.bed	4
.before_regex_header_fix	1
.bim	4
.counts	2
.eigenval	2
.eigenvec	2
.fam	4
.fst	34
.geno	6
.gz	1
.imiss	2
.in	2
.ind	6
.json	116
.lmiss	2
.log	279
.md5sum	1
.nosex	46
.out	2
.p	154
.par	9
.pdf	84
.png	84
.py	3
.pyc	2
.q	165
.sh	8
.sha256	8
.snp	5
.snplist	2
.strat	2
.tsv	223
.txt	55
.zip	2
[no extension]	2
